0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,4029.0,4029.0,4029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,8,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15090.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,4029.0,1762.5426951168488,2266.457304883151,4029.0,4029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,10,2,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16530.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,4029.0,4029.0,4029.0,1301.6468781976491,4029.0,1824.4685891773338,2204.531410822666,2727.353121802351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,12,2,11,14,14,2,-1,-1,-1,-1,-1,-1,-1,-1,19320.0,0.0
0.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,4029.0,2374.3184849075483,4029.0,1617.1720268754789,1654.6815150924517,1886.4240637898733,2142.5759362101267,2411.827973124521,4029.0,4029.0,4029.0,4029.0,4029.0,0.0,0.0,0.0,9,11,12,2,11,14,14,2,10,1,7,4,13,-1,-1,-1,20040.0,0.0
0.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,849.2272002711846,2391.913279017739,4029.0,1597.1386838683554,1637.0867209822613,1886.4240637898733,2142.5759362101267,2431.8613161316443,4029.0,1791.0636652071742,4029.0,4029.0,4029.0,3179.7727997288157,4029.0,2237.9363347928256,9,11,12,2,11,14,14,2,10,1,7,4,13,9,15,1,20039.545793000747,0.0
0.0,100.0,99.97517994539588,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,481.94927959643974,2618.375931812335,4029.0,1395.1358110840742,1410.624068187665,1893.1018447568733,2135.898155243127,2633.8641889159253,4029.0,2272.991336252775,4029.0,4029.0,4029.0,3547.0507204035603,4029.0,1756.0086637472252,9,11,12,2,11,14,14,2,10,1,7,4,13,9,15,1,20040.0,1497.2564061969692
0.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1662.2471394491315,4029.0,4029.0,1181.446821952159,0.0,1859.8989405896627,2169.1010594103373,2847.553178047841,4029.0,1895.9591550451012,4029.0,4029.0,4029.0,4029.0,2366.7528605508687,2133.0408449548986,15,11,12,2,-1,14,14,2,10,1,7,4,13,9,15,1,20010.0,1062.1965052771243
100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,2096.3029412342785,4029.0,4029.0,1632.1970339896088,0.0,1838.3821531147023,2190.6178468852977,2396.802966010391,4029.0,2009.725634300455,4029.0,4029.0,4029.0,4029.0,1932.697058765722,2019.2743656995447,15,11,12,2,-1,14,14,2,0,1,7,4,13,9,15,1,20010.0,0.0
100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,1997.8056646776165,4029.0,4029.0,1578.7747866552802,0.0,2014.5,2014.5,2450.22521334472,4029.0,1854.0358826475144,4029.0,4029.0,4029.0,4029.0,2031.1943353223835,2174.964117352486,15,11,12,2,-1,14,14,2,0,1,7,4,13,9,15,1,21390.0,2149.113989461835
100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,2004.48344591506,4029.0,4029.0,1132.6494512808601,4029.0,4029.0,2896.3505487191396,4029.0,4029.0,2085.788666116554,4029.0,4029.0,4029.0,4029.0,2024.5165540849403,1943.211333883446,15,6,12,11,14,5,11,2,0,1,7,4,13,9,15,1,21390.0,2523.13716750917
100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,2034.53346436429,4029.0,1700.922720446663,2328.077279553337,4029.0,4029.0,4029.0,4029.0,4029.0,1875.0437305747423,4029.0,4029.0,4029.0,4029.0,1994.4665356357098,2153.9562694252577,15,6,12,12,14,5,11,2,0,1,7,4,13,9,15,1,21390.0,0.0
100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,2027.8556814322967,4029.0,1321.61742600639,2707.38257399361,4029.0,4029.0,4029.0,4029.0,4029.0,1995.2631935611064,4029.0,4029.0,4029.0,4029.0,2001.1443185677033,2033.7368064388936,15,6,12,12,14,5,11,2,0,1,7,4,13,9,15,1,21390.0,3417.617566352455
